Local Authority,Specimen date,Cases (new),Cumulative cases,"Cumulative incidence per 100,000 population",Testing episodes (new),Cumulative testing episodes
Merthyr Tydfil,11/03/2020,0,0,0,2,10
Merthyr Tydfil,10/03/2020,0,0,0,0,8
Merthyr Tydfil,09/03/2020,0,0,0,0,8
Merthyr Tydfil,08/03/2020,0,0,0,0,8
Merthyr Tydfil,07/03/2020,0,0,0,0,8
Merthyr Tydfil,06/03/2020,0,0,0,0,8
Merthyr Tydfil,05/03/2020,0,0,0,2,8
Merthyr Tydfil,04/03/2020,0,0,0,1,6
Merthyr Tydfil,03/03/2020,0,0,0,0,5
Merthyr Tydfil,02/03/2020,0,0,0,2,5
Merthyr Tydfil,01/03/2020,0,0,0,0,3
Merthyr Tydfil,29/02/2020,0,0,0,0,3
Merthyr Tydfil,28/02/2020,0,0,0,1,3
Merthyr Tydfil,27/02/2020,0,0,0,2,2
Merthyr Tydfil,26/02/2020,0,0,0,0,0
Merthyr Tydfil,25/02/2020,0,0,0,0,0
Merthyr Tydfil,24/02/2020,0,0,0,0,0
Merthyr Tydfil,23/02/2020,0,0,0,0,0
Merthyr Tydfil,22/02/2020,0,0,0,0,0
Merthyr Tydfil,21/02/2020,0,0,0,0,0
Merthyr Tydfil,20/02/2020,0,0,0,0,0
Merthyr Tydfil,19/02/2020,0,0,0,0,0
Merthyr Tydfil,18/02/2020,0,0,0,0,0
Merthyr Tydfil,17/02/2020,0,0,0,0,0
Merthyr Tydfil,16/02/2020,0,0,0,0,0
Merthyr Tydfil,15/02/2020,0,0,0,0,0
Merthyr Tydfil,14/02/2020,0,0,0,0,0
Merthyr Tydfil,13/02/2020,0,0,0,0,0
Merthyr Tydfil,12/02/2020,0,0,0,0,0
Merthyr Tydfil,11/02/2020,0,0,0,0,0
Merthyr Tydfil,10/02/2020,0,0,0,0,0
Merthyr Tydfil,09/02/2020,0,0,0,0,0
Merthyr Tydfil,08/02/2020,0,0,0,0,0
Merthyr Tydfil,07/02/2020,0,0,0,0,0
Merthyr Tydfil,06/02/2020,0,0,0,0,0
Merthyr Tydfil,05/02/2020,0,0,0,0,0
Merthyr Tydfil,04/02/2020,0,0,0,0,0
Merthyr Tydfil,03/02/2020,0,0,0,0,0
Monmouthshire,29/07/2020,0,382,403.8,2,5666
Monmouthshire,28/07/2020,0,382,403.8,35,5664
Monmouthshire,27/07/2020,1,382,403.8,66,5629
Monmouthshire,26/07/2020,0,381,402.8,20,5563
Monmouthshire,25/07/2020,0,381,402.8,43,5543
Monmouthshire,24/07/2020,0,381,402.8,53,5500
Monmouthshire,23/07/2020,0,381,402.8,67,5447
Monmouthshire,22/07/2020,2,381,402.8,110,5380
Monmouthshire,21/07/2020,0,379,400.7,66,5270
Monmouthshire,20/07/2020,0,379,400.7,78,5204
Monmouthshire,19/07/2020,2,379,400.7,13,5126
Monmouthshire,18/07/2020,0,377,398.6,29,5113
Monmouthshire,17/07/2020,0,377,398.6,83,5084
Monmouthshire,16/07/2020,0,377,398.6,92,5001
Monmouthshire,15/07/2020,1,377,398.6,148,4909
Monmouthshire,14/07/2020,1,376,397.5,98,4761
Monmouthshire,13/07/2020,1,375,396.4,146,4663
Monmouthshire,12/07/2020,0,374,395.4,23,4517
Monmouthshire,11/07/2020,1,374,395.4,33,4494
Monmouthshire,10/07/2020,1,373,394.3,66,4461
Monmouthshire,09/07/2020,0,372,393.3,52,4395
Monmouthshire,08/07/2020,0,372,393.3,100,4343
Monmouthshire,07/07/2020,0,372,393.3,57,4243
Monmouthshire,06/07/2020,0,372,393.3,63,4186
Monmouthshire,05/07/2020,0,372,393.3,13,4123
Monmouthshire,04/07/2020,0,372,393.3,43,4110
Monmouthshire,03/07/2020,0,372,393.3,55,4067
Monmouthshire,02/07/2020,0,372,393.3,63,4012
Monmouthshire,01/07/2020,0,372,393.3,71,3949
Monmouthshire,30/06/2020,0,372,393.3,50,3878
Monmouthshire,29/06/2020,0,372,393.3,66,3828
Monmouthshire,28/06/2020,0,372,393.3,18,3762
Monmouthshire,27/06/2020,0,372,393.3,22,3744
Monmouthshire,26/06/2020,0,372,393.3,74,3722
Monmouthshire,25/06/2020,0,372,393.3,47,3648
Monmouthshire,24/06/2020,3,372,393.3,71,3601
Monmouthshire,23/06/2020,0,369,390.1,51,3530
Monmouthshire,22/06/2020,0,369,390.1,51,3479
Monmouthshire,21/06/2020,0,369,390.1,53,3428
Monmouthshire,20/06/2020,0,369,390.1,33,3375
Monmouthshire,19/06/2020,1,369,390.1,43,3342
Monmouthshire,18/06/2020,0,368,389,53,3299
Monmouthshire,17/06/2020,1,368,389,55,3246
Monmouthshire,16/06/2020,1,367,388,46,3191
Monmouthshire,15/06/2020,1,366,386.9,65,3145
Monmouthshire,14/06/2020,1,365,385.9,98,3080
Monmouthshire,13/06/2020,0,364,384.8,29,2982
Monmouthshire,12/06/2020,0,364,384.8,88,2953
Monmouthshire,11/06/2020,0,364,384.8,30,2865
Monmouthshire,10/06/2020,0,364,384.8,54,2835
Monmouthshire,09/06/2020,0,364,384.8,104,2781
Monmouthshire,08/06/2020,1,364,384.8,60,2677
Monmouthshire,07/06/2020,0,363,383.8,21,2617
Monmouthshire,06/06/2020,0,363,383.8,83,2596
Monmouthshire,05/06/2020,3,363,383.8,56,2513
Monmouthshire,04/06/2020,0,360,380.6,46,2457
Monmouthshire,03/06/2020,1,360,380.6,67,2411
Monmouthshire,02/06/2020,1,359,379.5,61,2344
Monmouthshire,01/06/2020,0,358,378.5,44,2283
Monmouthshire,31/05/2020,2,358,378.5,31,2239
Monmouthshire,30/05/2020,0,356,376.4,62,2208
Monmouthshire,29/05/2020,2,356,376.4,131,2146
Monmouthshire,28/05/2020,0,354,374.2,38,2015
Monmouthshire,27/05/2020,1,354,374.2,56,1977
Monmouthshire,26/05/2020,0,353,373.2,71,1921
Monmouthshire,25/05/2020,4,353,373.2,148,1850
Monmouthshire,24/05/2020,3,349,369,37,1702
Monmouthshire,23/05/2020,1,346,365.8,33,1665
Monmouthshire,22/05/2020,5,345,364.7,33,1632
Monmouthshire,21/05/2020,4,340,359.4,30,1599
Monmouthshire,20/05/2020,0,336,355.2,31,1569
Monmouthshire,19/05/2020,1,336,355.2,48,1538
Monmouthshire,18/05/2020,17,335,354.2,50,1490
Monmouthshire,17/05/2020,7,318,336.2,20,1440
Monmouthshire,16/05/2020,1,311,328.8,41,1420
Monmouthshire,15/05/2020,3,310,327.7,79,1379
Monmouthshire,14/05/2020,0,307,324.6,30,1300
Monmouthshire,13/05/2020,10,307,324.6,41,1270
Monmouthshire,12/05/2020,3,297,314,17,1229
Monmouthshire,11/05/2020,2,294,310.8,12,1212
Monmouthshire,10/05/2020,1,292,308.7,10,1200
Monmouthshire,09/05/2020,0,291,307.6,21,1190
Monmouthshire,08/05/2020,1,291,307.6,24,1169
Monmouthshire,07/05/2020,9,290,306.6,59,1145
Monmouthshire,06/05/2020,1,281,297.1,19,1086
Monmouthshire,05/05/2020,2,280,296,42,1067
Monmouthshire,04/05/2020,3,278,293.9,26,1025
Monmouthshire,03/05/2020,4,275,290.7,28,999
Monmouthshire,02/05/2020,19,271,286.5,58,971
Monmouthshire,01/05/2020,1,252,266.4,41,913
Monmouthshire,30/04/2020,4,251,265.4,31,872
Monmouthshire,29/04/2020,4,247,261.1,31,841
Monmouthshire,28/04/2020,7,243,256.9,24,810
Monmouthshire,27/04/2020,3,236,249.5,27,786
Monmouthshire,26/04/2020,0,233,246.3,4,759
Monmouthshire,25/04/2020,2,233,246.3,11,755
Monmouthshire,24/04/2020,2,231,244.2,19,744
Monmouthshire,23/04/2020,1,229,242.1,8,725
Monmouthshire,22/04/2020,5,228,241,25,717
Monmouthshire,21/04/2020,3,223,235.8,19,692
Monmouthshire,20/04/2020,2,220,232.6,24,673
Monmouthshire,19/04/2020,4,218,230.5,8,649
Monmouthshire,18/04/2020,2,214,226.2,16,641
Monmouthshire,17/04/2020,5,212,224.1,19,625
Monmouthshire,16/04/2020,6,207,218.8,20,606
Monmouthshire,15/04/2020,6,201,212.5,21,586
Monmouthshire,14/04/2020,5,195,206.2,14,565
Monmouthshire,13/04/2020,6,190,200.9,12,551
Monmouthshire,12/04/2020,3,184,194.5,9,539
Monmouthshire,11/04/2020,3,181,191.4,6,530
Monmouthshire,10/04/2020,8,178,188.2,22,524
Monmouthshire,09/04/2020,14,170,179.7,18,502
Monmouthshire,08/04/2020,13,156,164.9,26,484
Monmouthshire,07/04/2020,5,143,151.2,15,458
Monmouthshire,06/04/2020,10,138,145.9,31,443
Monmouthshire,05/04/2020,6,128,135.3,9,412
Monmouthshire,04/04/2020,10,122,129,20,403
Monmouthshire,03/04/2020,7,112,118.4,18,383
Monmouthshire,02/04/2020,6,105,111,21,365
Monmouthshire,01/04/2020,6,99,104.7,25,344
Monmouthshire,31/03/2020,3,93,98.3,17,319
Monmouthshire,30/03/2020,11,90,95.1,23,302
Monmouthshire,29/03/2020,5,79,83.5,16,279
Monmouthshire,28/03/2020,7,74,78.2,13,263
Monmouthshire,27/03/2020,3,67,70.8,10,250
Monmouthshire,26/03/2020,5,64,67.7,22,240
Monmouthshire,25/03/2020,7,59,62.4,21,218
Monmouthshire,24/03/2020,3,52,55,13,197
Monmouthshire,23/03/2020,9,49,51.8,24,184
Monmouthshire,22/03/2020,4,40,42.3,17,160
Monmouthshire,21/03/2020,5,36,38.1,23,143
Monmouthshire,20/03/2020,4,31,32.8,15,120
Monmouthshire,19/03/2020,9,27,28.5,19,105
Monmouthshire,18/03/2020,5,18,19,13,86
Monmouthshire,17/03/2020,4,13,13.7,13,73
Monmouthshire,16/03/2020,2,9,9.5,7,60
Monmouthshire,15/03/2020,1,7,7.4,6,53
Monmouthshire,14/03/2020,2,6,6.3,4,47
Monmouthshire,13/03/2020,1,4,4.2,3,43
Monmouthshire,12/03/2020,2,3,3.2,5,40
Monmouthshire,11/03/2020,1,1,1.1,3,35
Monmouthshire,10/03/2020,0,0,0,3,32
Monmouthshire,09/03/2020,0,0,0,0,29
Monmouthshire,08/03/2020,0,0,0,0,29
Monmouthshire,07/03/2020,0,0,0,0,29
Monmouthshire,06/03/2020,0,0,0,1,29
Monmouthshire,05/03/2020,0,0,0,2,28
Monmouthshire,04/03/2020,0,0,0,1,26
Monmouthshire,03/03/2020,0,0,0,4,25
Monmouthshire,02/03/2020,0,0,0,5,21
Monmouthshire,01/03/2020,0,0,0,0,16
Monmouthshire,29/02/2020,0,0,0,6,16
Monmouthshire,28/02/2020,0,0,0,3,10
Monmouthshire,27/02/2020,0,0,0,1,7
Monmouthshire,26/02/2020,0,0,0,0,6
Monmouthshire,25/02/2020,0,0,0,0,6
Monmouthshire,24/02/2020,0,0,0,1,6
Monmouthshire,23/02/2020,0,0,0,0,5
Monmouthshire,22/02/2020,0,0,0,2,5
Monmouthshire,21/02/2020,0,0,0,1,3
Monmouthshire,20/02/2020,0,0,0,0,2
Monmouthshire,19/02/2020,0,0,0,0,2
Monmouthshire,18/02/2020,0,0,0,0,2
Monmouthshire,17/02/2020,0,0,0,0,2
Monmouthshire,16/02/2020,0,0,0,0,2
Monmouthshire,15/02/2020,0,0,0,0,2
Monmouthshire,14/02/2020,0,0,0,0,2
Monmouthshire,13/02/2020,0,0,0,0,2
Monmouthshire,12/02/2020,0,0,0,0,2
Monmouthshire,11/02/2020,0,0,0,0,2
Monmouthshire,10/02/2020,0,0,0,0,2
Monmouthshire,09/02/2020,0,0,0,1,2
Monmouthshire,08/02/2020,0,0,0,1,1
Monmouthshire,07/02/2020,0,0,0,0,0
Monmouthshire,06/02/2020,0,0,0,0,0
Monmouthshire,05/02/2020,0,0,0,0,0
Monmouthshire,04/02/2020,0,0,0,0,0
Monmouthshire,03/02/2020,0,0,0,0,0
Neath Port Talbot,29/07/2020,0,669,466.8,0,10398
Neath Port Talbot,28/07/2020,0,669,466.8,30,10398
Neath Port Talbot,27/07/2020,1,669,466.8,85,10368
Neath Port Talbot,26/07/2020,0,668,466.1,42,10283
Neath Port Talbot,25/07/2020,0,668,466.1,42,10241
Neath Port Talbot,24/07/2020,0,668,466.1,92,10199
Neath Port Talbot,23/07/2020,1,668,466.1,199,10107
Neath Port Talbot,22/07/2020,0,667,465.4,112,9908
Neath Port Talbot,21/07/2020,5,667,465.4,197,9796
Neath Port Talbot,20/07/2020,1,662,461.9,114,9599
Neath Port Talbot,19/07/2020,1,661,461.2,39,9485
Neath Port Talbot,18/07/2020,1,660,460.5,30,9446
Neath Port Talbot,17/07/2020,0,659,459.8,102,9416
Neath Port Talbot,16/07/2020,1,659,459.8,142,9314
Neath Port Talbot,15/07/2020,1,658,459.1,133,9172
Neath Port Talbot,14/07/2020,1,657,458.4,246,9039
Neath Port Talbot,13/07/2020,1,656,457.7,144,8793
Neath Port Talbot,12/07/2020,2,655,457,86,8649
Neath Port Talbot,11/07/2020,0,653,455.6,122,8563
Neath Port Talbot,10/07/2020,0,653,455.6,96,8441
Neath Port Talbot,09/07/2020,0,653,455.6,182,8345
Neath Port Talbot,08/07/2020,0,653,455.6,105,8163
Neath Port Talbot,07/07/2020,2,653,455.6,57,8058
Neath Port Talbot,06/07/2020,2,651,454.2,111,8001
Neath Port Talbot,05/07/2020,0,649,452.8,26,7890
Neath Port Talbot,04/07/2020,0,649,452.8,24,7864
Neath Port Talbot,03/07/2020,1,649,452.8,174,7840
Neath Port Talbot,02/07/2020,0,648,452.2,150,7666
Neath Port Talbot,01/07/2020,0,648,452.2,75,7516
Neath Port Talbot,30/06/2020,2,648,452.2,110,7441
Neath Port Talbot,29/06/2020,0,646,450.8,141,7331
Neath Port Talbot,28/06/2020,1,646,450.8,20,7190
Neath Port Talbot,27/06/2020,0,645,450.1,32,7170
Neath Port Talbot,26/06/2020,0,645,450.1,108,7138
Neath Port Talbot,25/06/2020,0,645,450.1,55,7030
Neath Port Talbot,24/06/2020,0,645,450.1,110,6975
Neath Port Talbot,23/06/2020,0,645,450.1,92,6865
Neath Port Talbot,22/06/2020,0,645,450.1,68,6773
Neath Port Talbot,21/06/2020,1,645,450.1,36,6705
Neath Port Talbot,20/06/2020,0,644,449.4,52,6669
Neath Port Talbot,19/06/2020,1,644,449.4,75,6617
Neath Port Talbot,18/06/2020,2,643,448.7,144,6542
Neath Port Talbot,17/06/2020,2,641,447.3,152,6398
Neath Port Talbot,16/06/2020,0,639,445.9,77,6246
Neath Port Talbot,15/06/2020,1,639,445.9,126,6169
Neath Port Talbot,14/06/2020,2,638,445.2,83,6043
Neath Port Talbot,13/06/2020,2,636,443.8,142,5960
Neath Port Talbot,12/06/2020,1,634,442.4,135,5818
Neath Port Talbot,11/06/2020,3,633,441.7,122,5683
Neath Port Talbot,10/06/2020,2,630,439.6,156,5561
Neath Port Talbot,09/06/2020,1,628,438.2,109,5405
Neath Port Talbot,08/06/2020,2,627,437.5,142,5296
Neath Port Talbot,07/06/2020,0,625,436.1,84,5154
Neath Port Talbot,06/06/2020,1,625,436.1,66,5070
Neath Port Talbot,05/06/2020,0,624,435.4,150,5004
Neath Port Talbot,04/06/2020,1,624,435.4,157,4854
Neath Port Talbot,03/06/2020,2,623,434.7,131,4697
Neath Port Talbot,02/06/2020,2,621,433.3,139,4566
Neath Port Talbot,01/06/2020,1,619,431.9,144,4427
Neath Port Talbot,31/05/2020,0,618,431.2,64,4283
Neath Port Talbot,30/05/2020,1,618,431.2,57,4219
Neath Port Talbot,29/05/2020,2,617,430.5,164,4162
Neath Port Talbot,28/05/2020,0,615,429.1,123,3998
Neath Port Talbot,27/05/2020,1,615,429.1,118,3875
Neath Port Talbot,26/05/2020,6,614,428.4,164,3757
Neath Port Talbot,25/05/2020,0,608,424.2,83,3593
Neath Port Talbot,24/05/2020,1,608,424.2,70,3510
Neath Port Talbot,23/05/2020,1,607,423.5,147,3440
Neath Port Talbot,22/05/2020,3,606,422.8,183,3293
Neath Port Talbot,21/05/2020,2,603,420.8,160,3110
Neath Port Talbot,20/05/2020,0,601,419.4,116,2950
Neath Port Talbot,19/05/2020,5,601,419.4,87,2834
Neath Port Talbot,18/05/2020,2,596,415.9,51,2747
Neath Port Talbot,17/05/2020,2,594,414.5,31,2696
Neath Port Talbot,16/05/2020,27,592,413.1,96,2665
Neath Port Talbot,15/05/2020,4,565,394.2,100,2569
Neath Port Talbot,14/05/2020,3,561,391.4,53,2469
Neath Port Talbot,13/05/2020,4,558,389.4,137,2416
Neath Port Talbot,12/05/2020,3,554,386.6,71,2279
Neath Port Talbot,11/05/2020,2,551,384.5,47,2208
Neath Port Talbot,10/05/2020,8,549,383.1,55,2161
Neath Port Talbot,09/05/2020,2,541,377.5,81,2106
Neath Port Talbot,08/05/2020,8,539,376.1,89,2025
Neath Port Talbot,07/05/2020,4,531,370.5,68,1936
Neath Port Talbot,06/05/2020,4,527,367.7,46,1868
Neath Port Talbot,05/05/2020,1,523,364.9,60,1822
Neath Port Talbot,04/05/2020,0,522,364.2,44,1762
Neath Port Talbot,03/05/2020,2,522,364.2,32,1718
Neath Port Talbot,02/05/2020,1,520,362.8,48,1686
Neath Port Talbot,01/05/2020,7,519,362.1,47,1638
Neath Port Talbot,30/04/2020,9,512,357.3,58,1591
Neath Port Talbot,29/04/2020,4,503,351,43,1533
Neath Port Talbot,28/04/2020,3,499,348.2,38,1490
Neath Port Talbot,27/04/2020,5,496,346.1,44,1452
Neath Port Talbot,26/04/2020,7,491,342.6,36,1408
Neath Port Talbot,25/04/2020,13,484,337.7,32,1372
Neath Port Talbot,24/04/2020,13,471,328.6,45,1340
Neath Port Talbot,23/04/2020,6,458,319.6,34,1295
Neath Port Talbot,22/04/2020,15,452,315.4,42,1261
Neath Port Talbot,21/04/2020,11,437,304.9,36,1219
Neath Port Talbot,20/04/2020,16,426,297.2,49,1183
Neath Port Talbot,19/04/2020,10,410,286.1,27,1134
Neath Port Talbot,18/04/2020,15,400,279.1,29,1107
Neath Port Talbot,17/04/2020,19,385,268.6,43,1078
Neath Port Talbot,16/04/2020,25,366,255.4,53,1035
Neath Port Talbot,15/04/2020,25,341,237.9,62,982
Neath Port Talbot,14/04/2020,15,316,220.5,36,920
Neath Port Talbot,13/04/2020,16,301,210,38,884
Neath Port Talbot,12/04/2020,17,285,198.9,48,846
Neath Port Talbot,11/04/2020,9,268,187,25,798
Neath Port Talbot,10/04/2020,23,259,180.7,46,773
Neath Port Talbot,09/04/2020,14,236,164.7,37,727
Neath Port Talbot,08/04/2020,19,222,154.9,51,690
Neath Port Talbot,07/04/2020,23,203,141.6,43,639
Neath Port Talbot,06/04/2020,9,180,125.6,25,596
Neath Port Talbot,05/04/2020,20,171,119.3,38,571
Neath Port Talbot,04/04/2020,16,151,105.4,38,533
Neath Port Talbot,03/04/2020,17,135,94.2,38,495
Neath Port Talbot,02/04/2020,13,118,82.3,42,457
Neath Port Talbot,01/04/2020,8,105,73.3,27,415
Neath Port Talbot,31/03/2020,14,97,67.7,31,388
Neath Port Talbot,30/03/2020,22,83,57.9,43,357
Neath Port Talbot,29/03/2020,6,61,42.6,17,314
Neath Port Talbot,28/03/2020,6,55,38.4,11,297
Neath Port Talbot,27/03/2020,14,49,34.2,24,286
Neath Port Talbot,26/03/2020,6,35,24.4,22,262
Neath Port Talbot,25/03/2020,1,29,20.2,18,240
Neath Port Talbot,24/03/2020,1,28,19.5,18,222
Neath Port Talbot,23/03/2020,1,27,18.8,14,204
Neath Port Talbot,22/03/2020,3,26,18.1,14,190
Neath Port Talbot,21/03/2020,3,23,16,16,176
Neath Port Talbot,20/03/2020,2,20,14,19,160
Neath Port Talbot,19/03/2020,1,18,12.6,14,141
Neath Port Talbot,18/03/2020,1,17,11.9,11,127
Neath Port Talbot,17/03/2020,1,16,11.2,15,116
Neath Port Talbot,16/03/2020,0,15,10.5,7,101
Neath Port Talbot,15/03/2020,1,15,10.5,6,94
Neath Port Talbot,14/03/2020,0,14,9.8,7,88
Neath Port Talbot,13/03/2020,1,14,9.8,26,81
Neath Port Talbot,12/03/2020,2,13,9.1,12,55
Neath Port Talbot,11/03/2020,3,11,7.7,8,43
Neath Port Talbot,10/03/2020,7,8,5.6,14,35
Neath Port Talbot,09/03/2020,0,1,0.7,1,21
Neath Port Talbot,08/03/2020,0,1,0.7,0,20
Neath Port Talbot,07/03/2020,1,1,0.7,1,20
Neath Port Talbot,06/03/2020,0,0,0,0,19
Neath Port Talbot,05/03/2020,0,0,0,1,19
Neath Port Talbot,04/03/2020,0,0,0,2,18
Neath Port Talbot,03/03/2020,0,0,0,3,16
Neath Port Talbot,02/03/2020,0,0,0,1,13
Neath Port Talbot,01/03/2020,0,0,0,1,12
Neath Port Talbot,29/02/2020,0,0,0,2,11
Neath Port Talbot,28/02/2020,0,0,0,0,9
Neath Port Talbot,27/02/2020,0,0,0,3,9
Neath Port Talbot,26/02/2020,0,0,0,0,6
Neath Port Talbot,25/02/2020,0,0,0,2,6
Neath Port Talbot,24/02/2020,0,0,0,1,4
Neath Port Talbot,23/02/2020,0,0,0,0,3
Neath Port Talbot,22/02/2020,0,0,0,0,3
Neath Port Talbot,21/02/2020,0,0,0,0,3
Neath Port Talbot,20/02/2020,0,0,0,0,3
Neath Port Talbot,19/02/2020,0,0,0,0,3
Neath Port Talbot,18/02/2020,0,0,0,0,3
Neath Port Talbot,17/02/2020,0,0,0,0,3
Neath Port Talbot,16/02/2020,0,0,0,0,3
Neath Port Talbot,15/02/2020,0,0,0,1,3
Neath Port Talbot,14/02/2020,0,0,0,0,2
Neath Port Talbot,13/02/2020,0,0,0,0,2
Neath Port Talbot,12/02/2020,0,0,0,0,2
Neath Port Talbot,11/02/2020,0,0,0,0,2
Neath Port Talbot,10/02/2020,0,0,0,0,2
Neath Port Talbot,09/02/2020,0,0,0,0,2
Neath Port Talbot,08/02/2020,0,0,0,1,2
Neath Port Talbot,07/02/2020,0,0,0,1,1
Neath Port Talbot,06/02/2020,0,0,0,0,0
Neath Port Talbot,05/02/2020,0,0,0,0,0
Neath Port Talbot,04/02/2020,0,0,0,0,0
Neath Port Talbot,03/02/2020,0,0,0,0,0
Newport,29/07/2020,0,883,570.9,4,10045
Newport,28/07/2020,0,883,570.9,36,10041
Newport,27/07/2020,1,883,570.9,144,10005
Newport,26/07/2020,0,882,570.2,111,9861
Newport,25/07/2020,0,882,570.2,60,9750
Newport,24/07/2020,4,882,570.2,123,9690
Newport,23/07/2020,0,878,567.6,169,9567
Newport,22/07/2020,0,878,567.6,81,9398
Newport,21/07/2020,0,878,567.6,85,9317
Newport,20/07/2020,0,878,567.6,84,9232
Newport,19/07/2020,0,878,567.6,34,9148
Newport,18/07/2020,0,878,567.6,45,9114
Newport,17/07/2020,1,878,567.6,150,9069
Newport,16/07/2020,1,877,567,268,8919
Newport,15/07/2020,1,876,566.3,95,8651
Newport,14/07/2020,0,875,565.7,102,8556
Newport,13/07/2020,0,875,565.7,86,8454
Newport,12/07/2020,0,875,565.7,39,8368
Newport,11/07/2020,0,875,565.7,63,8329
Newport,10/07/2020,1,875,565.7,106,8266
Newport,09/07/2020,0,874,565.1,212,8160
Newport,08/07/2020,0,874,565.1,133,7948
Newport,07/07/2020,1,874,565.1,83,7815
Newport,06/07/2020,1,873,564.4,134,7732
Newport,05/07/2020,0,872,563.8,41,7598
Newport,04/07/2020,0,872,563.8,88,7557
Newport,03/07/2020,0,872,563.8,140,7469
Newport,02/07/2020,0,872,563.8,147,7329
Newport,01/07/2020,0,872,563.8,113,7182
Newport,30/06/2020,0,872,563.8,121,7069
Newport,29/06/2020,1,872,563.8,69,6948
Newport,28/06/2020,0,871,563.1,34,6879
Newport,27/06/2020,2,871,563.1,44,6845
Newport,26/06/2020,0,869,561.8,141,6801
Newport,25/06/2020,1,869,561.8,271,6660
Newport,24/06/2020,0,868,561.2,46,6389
Newport,23/06/2020,0,868,561.2,76,6343
Newport,22/06/2020,0,868,561.2,69,6267
Newport,21/06/2020,0,868,561.2,52,6198
Newport,20/06/2020,0,868,561.2,34,6146
Newport,19/06/2020,0,868,561.2,106,6112
Newport,18/06/2020,0,868,561.2,113,6006
Newport,17/06/2020,0,868,561.2,74,5893
Newport,16/06/2020,0,868,561.2,62,5819
Newport,15/06/2020,3,868,561.2,132,5757
Newport,14/06/2020,0,865,559.2,54,5625
Newport,13/06/2020,2,865,559.2,59,5571
Newport,12/06/2020,1,863,557.9,108,5512
Newport,11/06/2020,1,862,557.3,67,5404
Newport,10/06/2020,1,861,556.6,173,5337
Newport,09/06/2020,3,860,556,77,5164
Newport,08/06/2020,1,857,554.1,92,5087
Newport,07/06/2020,0,856,553.4,57,4995
Newport,06/06/2020,1,856,553.4,76,4938
Newport,05/06/2020,0,855,552.8,102,4862
Newport,04/06/2020,1,855,552.8,114,4760
Newport,03/06/2020,3,854,552.1,126,4646
Newport,02/06/2020,0,851,550.2,162,4520
Newport,01/06/2020,0,851,550.2,111,4358
Newport,31/05/2020,2,851,550.2,40,4247
Newport,30/05/2020,0,849,548.9,42,4207
Newport,29/05/2020,2,849,548.9,75,4165
Newport,28/05/2020,3,847,547.6,114,4090
Newport,27/05/2020,3,844,545.7,59,3976
Newport,26/05/2020,4,841,543.7,154,3917
Newport,25/05/2020,1,837,541.1,42,3763
Newport,24/05/2020,0,836,540.5,49,3721
Newport,23/05/2020,3,836,540.5,185,3672
Newport,22/05/2020,4,833,538.5,116,3487
Newport,21/05/2020,3,829,536,164,3371
Newport,20/05/2020,2,826,534,84,3207
Newport,19/05/2020,3,824,532.7,90,3123
Newport,18/05/2020,8,821,530.8,68,3033
Newport,17/05/2020,0,813,525.6,26,2965
Newport,16/05/2020,2,813,525.6,32,2939
Newport,15/05/2020,2,811,524.3,49,2907
Newport,14/05/2020,2,809,523,55,2858
Newport,13/05/2020,3,807,521.7,63,2803
Newport,12/05/2020,3,804,519.8,54,2740
Newport,11/05/2020,3,801,517.9,43,2686
Newport,10/05/2020,2,798,515.9,32,2643
Newport,09/05/2020,5,796,514.6,55,2611
Newport,08/05/2020,11,791,511.4,112,2556
Newport,07/05/2020,11,780,504.3,64,2444
Newport,06/05/2020,19,769,497.2,146,2380
Newport,05/05/2020,7,750,484.9,68,2234
Newport,04/05/2020,7,743,480.4,42,2166
Newport,03/05/2020,6,736,475.8,48,2124
Newport,02/05/2020,12,730,472,74,2076
Newport,01/05/2020,9,718,464.2,67,2002
Newport,30/04/2020,11,709,458.4,64,1935
Newport,29/04/2020,9,698,451.3,54,1871
Newport,28/04/2020,3,689,445.4,47,1817
Newport,27/04/2020,6,686,443.5,47,1770
Newport,26/04/2020,6,680,439.6,23,1723
Newport,25/04/2020,4,674,435.7,27,1700
Newport,24/04/2020,7,670,433.2,49,1673
Newport,23/04/2020,6,663,428.6,30,1624
Newport,22/04/2020,10,657,424.8,47,1594
Newport,21/04/2020,17,647,418.3,46,1547
Newport,20/04/2020,10,630,407.3,38,1501
Newport,19/04/2020,4,620,400.8,22,1463
Newport,18/04/2020,9,616,398.3,41,1441
Newport,17/04/2020,10,607,392.4,37,1400
Newport,16/04/2020,11,597,386,55,1363
Newport,15/04/2020,9,586,378.9,37,1308
Newport,14/04/2020,13,577,373,34,1271
Newport,13/04/2020,9,564,364.6,24,1237
Newport,12/04/2020,7,555,358.8,18,1213
Newport,11/04/2020,10,548,354.3,25,1195
Newport,10/04/2020,18,538,347.8,45,1170
Newport,09/04/2020,17,520,336.2,39,1125
Newport,08/04/2020,25,503,325.2,47,1086
Newport,07/04/2020,23,478,309,38,1039
Newport,06/04/2020,15,455,294.2,35,1001
Newport,05/04/2020,4,440,284.5,12,966
Newport,04/04/2020,16,436,281.9,43,954
Newport,03/04/2020,22,420,271.5,49,911
Newport,02/04/2020,28,398,257.3,49,862
Newport,01/04/2020,34,370,239.2,69,813
Newport,31/03/2020,27,336,217.2,51,744
